PaymentID,ShipmentID,Amount,PaymentDate,PaymentMethod
43574,46098,122.01,2025-06-15 13:49:00.290,Credit Card
43575,22666,97.74,2025-08-07 02:39:52.490,PayPal
43576,69112,38.59,2025-08-22 10:55:42.601,Cash
43577,32430,53.72,2025-12-29 17:08:51.177,Bank Transfer
43578,75895,34.41,2025-10-12 06:09:24.229,Credit Card
43579,45591,56.01,2025-03-27 13:19:07.702,Cash
43580,90810,19.94,2025-09-06 19:30:03.624,Cash
43581,77152,96.67,2025-06-07 17:06:06.840,PayPal
43582,70066,12.37,2025-07-18 13:35:28.104,Cash
43583,83034,51.07,2026-01-14 01:43:15.471,Bank Transfer
43584,81353,23.99,2026-01-23 02:23:13.619,Credit Card
43585,49522,9.95,2025-11-07 09:41:43.351,Credit Card
43586,49537,10.56,2025-07-04 06:39:40.511,Credit Card
43587,23893,110.43,2025-05-17 08:49:29.278,Cash
43588,93461,21.48,2025-12-31 22:09:05.912,Bank Transfer
43589,45566,25.85,2025-11-02 08:21:37.999,Bank Transfer
43590,37848,121.25,2025-05-06 01:38:50.680,Bank Transfer
43591,87406,119.22,2025-03-03 13:35:07.796,PayPal
43592,34015,106.91,2025-12-20 06:03:49.741,Cash
43593,46676,115.79,2025-08-24 04:35:12.794,Cash
43594,45004,67.83,2025-03-08 22:09:56.471,Bank Transfer
43595,30252,111.23,2025-07-23 11:51:15.928,Cash
43596,47120,144.77,2025-09-19 04:03:40.267,Bank Transfer
43597,34076,60.91,2025-03-16 14:17:09.408,Cash
43598,60949,68.38,2026-02-02 06:06:44.807,Cash
43599,72131,36.21,2025-08-30 22:21:52.968,Bank Transfer
43600,5975,60.55,2025-08-11 21:10:37.423,PayPal
43601,25795,49.98,2025-05-28 20:09:20.129,Bank Transfer
43602,73928,98.92,2025-10-10 02:21:12.717,Cash
43603,2028,143.59,2025-09-05 05:45:08.116,Cash
43604,11295,74.56,2025-09-28 20:16:37.561,Cash
43605,26058,90.46,2025-12-22 05:50:18.013,Cash
43606,99753,135.14,2025-04-21 00:53:17.966,Credit Card
43607,22757,52.41,2025-11-05 21:23:31.297,Bank Transfer
43608,58685,13.53,2025-09-09 16:44:23.311,PayPal
43609,80768,30.03,2025-11-15 06:07:31.941,Credit Card
43610,19433,110.33,2025-09-22 06:57:24.625,PayPal
43611,55428,25.95,2025-07-11 14:04:30.797,PayPal
43612,93919,86.84,2026-02-17 19:23:26.339,Credit Card
43613,19525,44.89,2025-12-06 03:20:11.942,PayPal
43614,90480,115.83,2025-05-05 08:36:21.551,PayPal
43615,84285,61.45,2025-11-16 23:50:28.434,PayPal
43616,93006,94.35,2026-02-27 18:38:00.251,Bank Transfer
43617,53349,135.54,2025-10-22 13:38:45.194,PayPal
43618,64583,37.86,2025-06-14 14:56:41.593,Credit Card
43619,98265,113.15,2025-10-12 01:52:21.919,Cash
43620,70789,95.8,2025-10-31 12:59:41.793,PayPal
43621,51382,115.51,2025-04-05 14:21:41.838,Cash
43622,42536,122.43,2025-12-19 16:38:03.503,Credit Card
43623,51722,40.88,2026-01-23 00:52:27.994,Cash
43624,47816,25.76,2025-11-09 02:59:16.774,Cash
43625,50124,111.29,2026-02-11 14:42:50.694,Cash
43626,75993,65.09,2025-05-04 17:22:31.122,PayPal
43627,49667,45.31,2026-01-28 22:41:08.526,Cash
43628,63689,126.64,2025-06-30 16:45:37.434,Bank Transfer
43629,22802,67.28,2025-06-05 13:45:38.434,Bank Transfer
43630,58028,40.99,2025-10-27 09:14:54.313,Cash
43631,53376,101.77,2025-08-15 05:06:14.137,PayPal
43632,44878,46.25,2025-05-19 01:10:14.298,Credit Card
43633,9691,139.5,2026-01-15 10:58:53.695,PayPal
43634,39914,19.46,2025-03-31 21:52:53.056,Credit Card
43635,96183,117.29,2025-06-13 15:11:01.062,Bank Transfer
43636,8847,102.9,2025-10-13 00:29:57.397,PayPal
43637,77030,23.0,2025-04-09 08:08:43.424,PayPal
43638,45167,54.75,2026-02-25 07:53:16.293,PayPal
43639,64593,13.73,2025-10-19 21:15:57.031,PayPal
43640,68658,123.85,2025-08-20 03:13:09.858,Credit Card
43641,52625,113.37,2025-06-05 00:14:37.069,Bank Transfer
43642,14869,113.11,2025-12-02 12:25:56.808,Cash
43643,88319,44.82,2026-02-09 23:44:56.537,PayPal
43644,51296,46.62,2026-01-06 00:22:52.916,Cash
43645,43696,109.53,2025-03-17 14:23:51.971,Bank Transfer
43646,87732,63.53,2025-04-02 06:10:28.538,Cash
43647,89330,130.73,2026-02-23 22:11:11.273,Credit Card
43648,20799,77.25,2025-06-29 08:45:23.880,Bank Transfer
43649,4757,106.82,2025-05-02 03:52:19.985,PayPal
43650,26467,74.82,2025-03-28 04:17:21.228,Credit Card
43651,50059,43.47,2025-08-11 12:20:47.673,Cash
43652,47102,87.12,2025-08-22 09:55:51.918,Cash
43653,67479,113.0,2025-09-05 01:45:03.586,Bank Transfer
43654,73699,29.7,2025-09-25 22:58:04.856,PayPal
43655,92308,84.18,2025-06-18 06:41:54.551,PayPal
43656,23850,68.86,2025-09-08 19:40:32.984,PayPal
43657,67673,98.72,2025-10-31 16:09:17.521,Cash
43658,67807,140.72,2025-04-11 09:49:11.929,Credit Card
43659,51014,33.51,2026-01-05 21:58:13.789,PayPal
43660,15421,101.62,2025-07-14 08:21:40.438,PayPal
43661,1229,139.64,2025-11-02 05:28:47.803,PayPal
43662,57220,94.27,2025-07-04 08:52:01.823,PayPal
43663,91355,122.39,2025-09-08 03:34:06.431,Cash
43664,67920,60.52,2025-10-10 12:13:24.712,Cash
43665,95588,136.67,2025-12-30 17:52:04.887,Cash
43666,20313,47.51,2025-07-04 17:03:16.682,Credit Card
43667,81629,45.98,2025-11-22 22:58:29.103,Credit Card
43668,94753,89.48,2025-03-24 18:38:35.947,Bank Transfer
43669,35586,47.16,2025-05-04 05:21:52.712,Bank Transfer
43670,83196,56.66,2025-04-06 13:14:00.646,PayPal
43671,23577,116.81,2025-05-22 12:15:16.808,Credit Card
43672,74963,92.07,2025-05-29 11:47:27.916,Credit Card
43673,70168,95.09,2025-11-16 23:37:34.880,Credit Card
43674,3281,84.38,2025-08-12 05:59:16.158,Bank Transfer
43675,26928,5.77,2025-09-21 02:46:13.478,Credit Card
43676,26072,20.6,2025-12-01 02:40:23.272,Credit Card
43677,9645,16.63,2026-02-17 15:16:32.266,Cash
43678,4556,113.04,2025-08-24 21:38:05.533,PayPal
43679,89360,85.66,2025-06-21 11:30:36.662,PayPal
43680,49445,122.59,2025-09-17 00:46:13.199,Credit Card
43681,66857,80.93,2025-07-16 18:15:04.536,Cash
43682,55332,141.14,2026-01-29 16:19:01.469,PayPal
43683,73688,70.65,2025-11-03 10:44:25.993,Cash
43684,68452,9.62,2025-10-22 23:13:38.211,Bank Transfer
43685,18833,20.92,2025-12-31 07:25:25.013,PayPal
43686,27469,60.47,2025-08-02 09:40:55.704,Bank Transfer
43687,99887,122.61,2026-01-30 11:56:05.362,Bank Transfer
43688,54423,62.7,2025-07-10 11:38:49.673,Cash
43689,65423,66.19,2025-08-30 09:50:41.578,PayPal
43690,85504,86.98,2025-10-07 20:53:50.693,Cash
43691,97606,116.19,2026-02-17 15:30:38.096,PayPal
43692,25691,61.36,2026-01-18 09:08:45.551,Cash
43693,35897,137.15,2025-05-21 00:28:59.697,Cash
43694,26021,72.8,2025-12-24 21:16:02.205,Credit Card
43695,87407,119.0,2025-11-11 07:10:28.246,Cash
43696,30462,73.83,2025-05-11 03:30:43.919,PayPal
43697,4175,143.95,2025-03-25 17:19:35.176,PayPal
43698,52334,142.75,2025-10-10 02:54:15.472,Credit Card
43699,28660,111.9,2026-01-01 08:34:11.282,Credit Card
43700,57866,132.01,2025-11-14 14:14:37.928,PayPal
43701,43210,86.93,2025-10-30 00:58:53.555,Cash
43702,42417,60.18,2026-01-02 08:23:43.990,Bank Transfer
43703,5810,104.25,2025-07-20 10:03:50.249,Credit Card
43704,27683,122.13,2025-07-04 21:13:31.003,PayPal
43705,46378,50.07,2026-01-20 20:28:00.147,Cash
43706,4003,29.68,2025-06-22 22:01:22.890,Credit Card
43707,56727,78.29,2025-10-26 05:02:38.975,Cash
43708,38188,98.53,2025-12-12 12:24:47.515,PayPal
43709,50526,55.83,2025-03-09 02:48:06.320,Credit Card
43710,1532,104.27,2025-07-15 07:51:52.994,Cash
43711,593,22.51,2025-11-23 14:55:19.125,Bank Transfer
43712,40623,117.4,2025-11-28 02:41:50.116,Cash
43713,35311,77.41,2026-01-18 19:19:36.768,PayPal
43714,41218,78.56,2025-08-29 01:27:44.963,PayPal
43715,84075,19.51,2025-10-04 04:35:03.839,Cash
43716,64691,39.41,2025-09-24 06:07:21.102,Cash
43717,23982,63.91,2025-04-24 12:31:52.078,Bank Transfer
43718,67621,105.74,2026-01-17 11:11:57.592,Bank Transfer
43719,3336,31.93,2025-04-16 15:26:26.916,Cash
43720,21538,101.84,2025-03-15 13:02:36.527,Cash
43721,94206,64.32,2025-08-04 13:44:31.901,Bank Transfer
43722,76337,56.08,2025-09-06 04:06:39.335,PayPal
43723,64615,35.84,2025-06-20 12:01:25.507,Cash
43724,98800,128.88,2026-01-22 19:35:32.210,Cash
43725,59538,39.52,2025-04-12 15:23:50.905,Bank Transfer
43726,66446,14.01,2025-05-01 02:39:22.421,PayPal
43727,69588,145.34,2025-03-05 15:40:37.197,Cash
43728,63976,14.1,2025-07-09 16:17:37.370,Credit Card
43729,66997,128.23,2025-07-02 14:53:00.919,PayPal
43730,67064,48.16,2025-08-31 22:16:24.821,PayPal
43731,86437,76.32,2025-08-29 11:15:30.675,PayPal
43732,73607,6.16,2026-01-20 01:25:21.694,Credit Card
43733,2029,111.71,2025-04-05 14:42:44.374,Credit Card
43734,13720,139.23,2025-09-28 07:16:28.428,PayPal
43735,76297,80.3,2025-08-13 11:31:10.119,Credit Card
43736,11921,70.58,2025-10-10 15:25:35.873,Credit Card
43737,11252,34.65,2025-08-30 02:19:54.790,Bank Transfer
43738,89745,123.73,2025-05-03 18:48:35.955,Cash
43739,26370,110.55,2025-10-10 04:48:46.203,Bank Transfer
43740,41492,71.71,2025-08-26 09:21:08.529,Credit Card
43741,85491,15.37,2025-11-22 21:20:28.451,Cash
43742,11016,124.65,2025-05-25 18:18:13.296,Bank Transfer
43743,44980,123.86,2025-04-05 01:44:45.061,Credit Card
43744,82318,71.38,2025-03-08 01:22:37.588,Bank Transfer
43745,8797,110.79,2025-04-22 07:55:44.263,Cash
43746,5218,84.43,2026-01-30 08:48:17.843,PayPal
43747,44537,97.32,2025-09-14 18:51:28.385,Credit Card
43748,7454,134.85,2025-05-27 13:35:49.970,Credit Card
43749,78290,122.24,2025-10-25 19:57:12.968,PayPal
43750,8191,32.28,2026-02-02 22:22:39.291,PayPal
43751,36497,12.16,2025-04-04 10:58:31.768,PayPal
43752,82227,138.85,2025-05-05 10:31:14.779,PayPal
43753,84843,14.35,2025-09-30 23:22:29.541,Cash
43754,13764,83.49,2025-05-02 19:26:52.013,Credit Card
43755,14342,107.9,2025-10-21 04:35:05.381,PayPal
43756,86849,49.87,2025-07-09 18:19:15.049,Bank Transfer
43757,4704,133.46,2026-01-09 23:41:22.061,Bank Transfer
43758,8349,137.23,2025-04-02 06:00:20.610,Bank Transfer
43759,25117,64.7,2025-03-11 15:29:23.233,Cash
43760,66281,118.68,2026-02-04 02:48:54.707,Cash
43761,23244,89.78,2025-09-21 14:34:02.307,Cash
43762,22141,110.36,2025-03-18 14:56:23.262,Credit Card
43763,40217,31.15,2025-09-19 13:43:14.867,Bank Transfer
43764,86422,111.43,2025-12-20 16:33:23.402,Credit Card
43765,89978,47.7,2025-07-19 20:34:55.434,Bank Transfer
43766,77330,47.09,2025-07-14 06:15:44.366,PayPal
43767,62738,33.86,2025-04-11 12:43:56.881,Credit Card
43768,87259,116.04,2025-11-05 15:59:59.046,PayPal
43769,78026,103.85,2025-04-08 08:28:48.748,Bank Transfer
43770,5420,64.18,2025-07-26 14:53:49.113,Cash
43771,83742,31.74,2025-08-30 21:11:01.142,PayPal
43772,13388,15.14,2025-04-20 04:24:34.801,Cash
43773,31020,65.11,2025-06-02 16:19:53.981,Bank Transfer
43774,33365,91.73,2026-01-01 07:37:40.044,PayPal
43775,44936,48.95,2025-05-18 14:37:52.506,PayPal
43776,89224,41.64,2025-06-30 21:46:59.434,PayPal
43777,36439,133.22,2026-02-24 16:39:05.123,Bank Transfer
43778,49317,64.99,2025-12-19 22:21:01.954,Cash
43779,81056,113.88,2025-03-26 00:38:46.260,PayPal
43780,68446,89.31,2025-10-20 03:25:32.240,PayPal
43781,71846,121.23,2025-04-26 12:00:01.988,Cash
43782,14276,149.61,2025-12-05 19:32:35.593,Credit Card
43783,23184,122.3,2025-07-09 11:59:15.689,PayPal
43784,89204,12.44,2025-09-15 15:46:46.073,Cash
43785,12689,106.83,2025-12-31 08:26:41.870,Bank Transfer
43786,29528,57.4,2025-08-31 18:55:51.666,PayPal
43787,17432,25.26,2025-07-01 21:43:20.397,Cash
43788,42312,12.79,2025-07-22 20:15:08.208,PayPal
43789,10753,77.07,2025-11-28 20:01:40.758,PayPal
43790,43625,85.02,2025-05-09 10:48:33.535,Cash
43791,83419,22.88,2025-08-29 08:28:37.574,Cash
43792,7205,39.81,2026-01-29 13:56:09.427,Cash
43793,91846,137.55,2025-12-30 07:05:40.251,Bank Transfer
43794,81790,41.66,2025-07-27 09:00:04.817,PayPal
43795,77664,96.36,2025-03-03 16:05:48.994,PayPal
43796,20089,56.14,2025-03-08 13:05:59.485,Bank Transfer
43797,25342,79.99,2025-03-06 20:38:00.954,Bank Transfer
43798,25152,145.77,2025-05-04 11:38:23.857,Cash
43799,21879,145.44,2025-12-13 21:44:24.109,PayPal
43800,7093,23.89,2025-09-24 11:43:29.600,Credit Card
43801,50532,26.52,2025-11-26 01:07:28.586,Bank Transfer
43802,23488,96.42,2025-06-15 14:26:55.260,Cash
43803,3078,19.73,2026-02-02 21:47:27.616,Cash
43804,27332,90.79,2025-04-27 06:20:48.796,Cash
43805,70552,64.5,2025-05-16 14:01:00.699,Cash
43806,26263,137.27,2025-08-16 15:42:48.189,PayPal
43807,21268,63.69,2026-02-18 22:15:46.027,Bank Transfer
43808,58858,134.72,2026-02-01 12:47:20.688,PayPal
43809,59118,34.21,2025-08-29 04:17:08.722,Credit Card
43810,76773,94.6,2025-09-09 17:19:31.081,Cash
43811,23569,33.61,2026-02-05 11:24:08.177,Cash
43812,26957,46.13,2026-01-21 13:25:40.544,PayPal
43813,36570,108.25,2025-09-24 02:57:04.103,Cash
43814,12992,67.94,2025-10-13 00:58:52.834,Cash
43815,42657,68.39,2025-09-04 20:48:12.712,Cash
43816,29657,134.6,2025-10-30 06:06:28.479,Cash
43817,91452,88.94,2026-02-04 13:39:13.786,Cash
43818,88806,111.11,2025-10-03 16:06:29.981,PayPal
43819,86580,70.65,2025-10-23 08:19:57.002,Bank Transfer
43820,85029,93.68,2025-04-22 05:06:05.746,Cash
43821,80992,43.79,2025-04-25 19:53:46.162,Credit Card
43822,41204,124.37,2025-06-21 18:43:25.663,Cash
43823,68560,99.25,2026-02-26 04:59:34.624,Cash
43824,28466,14.58,2025-06-08 23:39:21.010,Bank Transfer
43825,9415,127.31,2025-11-16 09:53:53.072,Credit Card
43826,31146,40.37,2025-05-06 09:19:35.439,PayPal
43827,76747,43.61,2025-04-23 12:57:41.455,Cash
43828,83924,148.99,2025-04-06 10:22:42.441,Bank Transfer
43829,11357,143.08,2025-08-01 19:53:44.102,Cash
43830,35249,40.95,2026-02-19 04:38:45.281,Bank Transfer
43831,48219,134.09,2025-05-03 16:31:04.518,Credit Card
43832,7652,118.66,2025-04-21 01:46:32.449,Credit Card
43833,54689,21.23,2025-04-20 05:43:35.734,Cash
43834,6982,60.53,2025-04-07 05:19:49.388,Credit Card
43835,75171,118.12,2026-02-28 08:27:33.064,Credit Card
43836,21888,45.3,2025-06-06 20:54:53.569,Cash
43837,52254,39.23,2025-12-26 17:14:05.667,PayPal
43838,95713,137.41,2025-05-05 22:37:55.348,Credit Card
43839,15821,110.31,2025-10-03 08:46:54.212,PayPal
43840,22593,79.13,2026-01-31 13:06:19.604,Cash
43841,30767,74.16,2025-04-01 15:24:47.132,Cash
43842,35251,98.28,2025-05-29 16:02:43.307,Credit Card
43843,14130,140.48,2025-08-12 19:49:19.154,PayPal
43844,3943,114.29,2025-08-07 23:18:13.176,PayPal
43845,54829,9.86,2026-02-13 04:10:10.551,Bank Transfer
43846,55739,88.24,2025-12-31 07:31:49.146,Bank Transfer
43847,39667,42.36,2025-10-06 18:46:32.032,Bank Transfer
43848,60969,90.74,2025-08-21 19:14:35.789,PayPal
43849,53066,146.19,2025-03-21 11:49:35.266,Bank Transfer
43850,5946,123.18,2026-02-07 18:42:15.969,Credit Card
43851,49628,102.05,2025-09-28 09:14:18.473,Cash
43852,91011,88.45,2025-08-15 19:18:44.265,Credit Card
43853,62473,37.86,2025-10-17 10:49:10.242,Cash
43854,80495,119.4,2025-11-21 21:04:40.559,PayPal
43855,62834,115.88,2025-07-30 22:30:58.679,PayPal
43856,30167,92.42,2025-05-11 13:45:25.786,Bank Transfer
43857,29760,116.45,2025-07-09 08:37:48.075,Cash
43858,58236,119.73,2025-07-09 22:53:40.289,Bank Transfer
43859,3010,13.68,2026-02-08 21:12:48.677,Bank Transfer
43860,75054,68.8,2025-05-29 04:58:42.936,PayPal
43861,69261,142.75,2026-02-19 12:16:47.139,PayPal
43862,11969,14.17,2025-07-03 23:52:52.135,PayPal
43863,51396,59.0,2025-10-20 16:30:58.252,Bank Transfer
43864,83977,100.43,2025-07-22 22:49:19.983,Credit Card
43865,87678,39.47,2025-08-14 02:09:54.307,PayPal
43866,42427,52.2,2026-02-07 17:04:44.069,Credit Card
43867,99751,8.58,2025-09-07 20:38:02.331,Bank Transfer
43868,6441,149.62,2026-01-01 15:30:36.379,Credit Card
43869,68319,81.95,2025-09-12 12:18:51.514,Bank Transfer
43870,72297,148.01,2026-01-26 21:34:24.057,Cash
43871,99329,79.4,2025-10-13 00:49:41.760,Credit Card
43872,28,144.14,2025-05-02 20:21:14.738,Credit Card
43873,82372,5.32,2025-03-03 03:02:38.572,Cash
43874,35088,61.75,2025-07-19 11:04:43.738,Credit Card
43875,60421,137.17,2026-02-20 21:33:27.819,Credit Card
43876,29793,44.12,2025-06-02 04:06:37.366,PayPal
43877,60124,84.2,2025-09-26 03:09:59.927,Credit Card
43878,58030,119.88,2025-06-01 01:58:47.617,Bank Transfer
43879,54582,52.85,2025-09-15 18:12:30.231,Cash
43880,81233,25.41,2025-12-11 23:22:35.564,Cash
43881,25708,48.73,2025-08-24 08:46:05.091,Bank Transfer
43882,71991,43.95,2025-12-08 00:06:10.203,Bank Transfer
43883,46862,39.23,2025-04-08 02:54:21.776,PayPal
43884,53046,32.54,2025-08-22 15:28:41.913,Credit Card
43885,90124,56.71,2025-06-17 05:46:21.794,Cash
43886,76198,20.71,2025-11-28 10:05:46.808,Bank Transfer
43887,16019,17.31,2025-09-27 02:24:03.564,Credit Card
43888,94516,100.69,2025-12-30 21:29:41.428,Cash
43889,85874,93.9,2025-08-28 11:40:16.364,Credit Card
43890,2711,145.38,2026-02-03 07:53:13.097,Cash
43891,38762,19.41,2025-11-04 02:45:20.371,PayPal
43892,13893,126.5,2025-12-03 16:32:34.011,Cash
43893,50335,74.79,2025-09-19 09:35:13.083,PayPal
43894,91139,99.96,2025-10-07 02:10:43.004,Cash
43895,73950,69.33,2025-09-21 21:47:43.722,Credit Card
43896,98031,39.84,2025-04-16 03:45:39.447,Cash
43897,32946,102.09,2025-10-03 08:03:27.121,Cash
43898,63642,106.48,2025-05-31 09:48:42.965,Credit Card
43899,4733,107.65,2025-04-30 11:52:03.395,Cash
43900,64812,76.88,2025-09-06 12:24:20.666,Credit Card
43901,55399,50.36,2025-07-08 22:43:42.602,Credit Card
43902,90198,95.19,2026-02-04 01:22:43.620,Credit Card
43903,73387,21.66,2025-11-04 22:49:53.199,PayPal
43904,49794,63.93,2026-02-25 18:19:02.964,Bank Transfer
43905,19155,118.73,2026-02-24 18:05:00.295,PayPal
43906,15773,57.97,2025-07-11 02:23:22.375,Bank Transfer
43907,87649,21.19,2025-03-30 15:39:49.369,Bank Transfer
43908,45852,135.05,2025-04-26 08:27:34.343,Credit Card
43909,39523,91.88,2025-05-01 21:04:08.042,Bank Transfer
43910,78166,53.0,2025-09-08 15:49:10.263,Bank Transfer
43911,74156,35.04,2025-06-04 08:19:05.389,Credit Card
43912,63025,68.92,2025-11-14 13:25:27.234,PayPal
43913,73064,107.23,2025-07-05 19:39:20.031,Bank Transfer
43914,97752,42.22,2026-01-28 00:42:53.765,Bank Transfer
43915,22203,56.32,2025-05-05 18:32:43.135,Cash
43916,81724,20.26,2025-09-14 07:46:07.151,Credit Card
43917,59963,37.52,2025-10-07 02:58:11.494,Credit Card
43918,22186,13.49,2025-10-31 08:12:37.633,PayPal
43919,38877,71.08,2025-05-31 07:41:57.402,Credit Card
43920,16955,42.91,2025-09-19 10:11:19.435,PayPal
43921,61342,22.91,2025-06-25 23:41:33.866,Credit Card
43922,58213,113.23,2026-01-11 15:20:03.748,PayPal
43923,28533,10.18,2025-06-16 12:18:00.830,Bank Transfer
43924,85930,93.05,2025-04-02 03:40:39.386,Bank Transfer
43925,91585,16.05,2025-04-15 03:40:54.441,PayPal
43926,68746,57.07,2026-01-11 17:59:57.027,PayPal
43927,13737,115.19,2025-08-02 21:24:59.026,Cash
43928,55832,21.12,2025-07-02 08:36:01.862,Bank Transfer
43929,16151,13.9,2025-04-29 16:19:36.363,PayPal
43930,6370,41.7,2026-02-21 11:26:55.040,PayPal
43931,69360,36.51,2025-10-19 00:02:02.912,PayPal
43932,81373,116.52,2025-07-27 23:35:13.272,Bank Transfer
43933,41530,58.0,2025-09-17 19:52:17.946,PayPal
43934,19775,144.45,2026-01-12 07:23:21.231,Bank Transfer
43935,8591,76.27,2025-11-04 02:29:10.974,PayPal
43936,13486,61.13,2025-03-17 06:38:27.642,PayPal
43937,67349,122.32,2025-08-19 12:14:46.919,Bank Transfer
43938,19896,27.68,2025-04-11 15:24:35.254,PayPal
43939,23775,84.12,2026-01-19 05:50:46.369,PayPal
43940,45777,29.14,2025-11-09 13:32:43.776,PayPal
43941,15243,32.55,2025-06-28 19:35:54.813,Cash
43942,69165,80.67,2026-02-11 08:38:19.624,Credit Card
43943,92985,86.4,2025-11-03 03:12:15.563,Credit Card
43944,2009,23.8,2025-05-28 17:43:36.455,Bank Transfer
43945,68808,92.28,2025-09-12 04:03:47.435,Bank Transfer
43946,48162,102.01,2025-09-30 20:03:53.021,Cash
43947,52810,99.87,2025-06-19 08:35:59.163,Cash
43948,4567,57.34,2025-03-02 07:15:15.889,PayPal
43949,8745,14.31,2026-01-10 17:54:40.106,Bank Transfer
43950,29276,62.72,2026-01-05 03:59:40.878,Bank Transfer
43951,6871,23.02,2025-08-16 11:29:27.863,Cash
43952,62082,121.68,2025-06-05 07:32:43.446,PayPal
43953,9678,37.21,2025-07-20 07:56:02.204,Cash
43954,60687,131.88,2025-03-29 12:54:39.107,Cash
43955,7952,129.91,2025-10-16 20:20:58.510,PayPal
43956,9641,77.08,2025-09-05 18:45:49.137,Bank Transfer
43957,9531,142.55,2025-05-30 19:45:48.573,Cash
43958,38979,94.25,2026-02-16 21:59:56.840,Cash
43959,36966,116.44,2025-07-14 02:44:25.353,Credit Card
43960,15070,113.33,2025-06-25 13:23:27.667,Credit Card
43961,25975,100.71,2025-12-30 23:16:06.533,Credit Card
43962,33683,44.93,2025-06-06 23:31:31.534,Cash
43963,64181,136.48,2025-11-28 03:14:35.376,Credit Card
43964,12939,54.84,2025-07-13 09:14:06.760,Credit Card
43965,62899,96.35,2025-07-06 16:42:05.730,Credit Card
43966,30327,120.22,2025-09-23 16:08:28.518,Credit Card
43967,41773,117.18,2026-01-03 23:52:10.516,Bank Transfer
43968,48872,60.59,2025-07-20 05:57:14.846,PayPal
43969,93559,74.14,2025-08-17 15:31:27.920,PayPal
43970,34584,48.6,2025-06-18 00:44:29.680,Cash
43971,47941,64.41,2025-09-08 14:46:01.662,PayPal
43972,83732,148.04,2025-09-28 21:27:03.760,Credit Card
43973,54025,13.07,2026-01-17 07:37:12.656,PayPal
43974,44591,121.37,2025-04-18 11:15:27.376,Bank Transfer
43975,97287,48.55,2025-12-02 01:56:45.577,Credit Card
43976,53082,19.53,2025-04-17 23:52:22.242,Bank Transfer
43977,54052,144.96,2025-08-05 18:48:15.088,PayPal
43978,92896,49.32,2025-11-17 12:53:52.886,Credit Card
43979,86646,144.5,2025-09-23 04:56:22.502,Credit Card
43980,5236,39.69,2025-12-14 04:24:46.417,Bank Transfer
43981,42829,116.27,2025-07-27 17:25:08.595,Credit Card
43982,40336,111.26,2025-12-08 13:31:36.914,Credit Card
43983,23279,52.41,2025-05-27 10:31:26.604,Cash
43984,54127,7.59,2025-08-17 00:58:29.637,Cash
43985,84920,74.84,2025-03-27 09:10:34.916,Cash
43986,87320,128.89,2025-08-06 10:13:41.996,PayPal
43987,12102,60.8,2025-08-07 19:59:47.190,Credit Card
43988,85323,67.3,2025-11-24 15:33:09.359,Bank Transfer
43989,9708,35.5,2026-01-04 01:02:42.908,Cash
43990,73678,122.77,2025-07-11 23:46:19.066,Cash
43991,63344,122.9,2025-11-27 21:54:00.153,Credit Card
43992,78864,77.24,2025-08-16 09:28:18.244,Cash
43993,4025,76.04,2025-06-12 09:45:10.518,Bank Transfer
43994,34801,88.17,2025-10-12 12:41:25.843,PayPal
43995,82597,38.51,2026-01-02 14:53:10.723,Credit Card
43996,66202,51.67,2026-02-19 02:49:49.115,Bank Transfer
43997,94842,34.95,2025-12-07 00:42:42.214,PayPal
43998,65497,138.82,2025-08-07 12:22:04.469,Credit Card
43999,45544,64.89,2025-08-05 06:07:38.973,Cash
44000,43041,18.12,2025-09-30 01:45:33.690,PayPal
44001,40749,66.54,2026-01-07 02:31:05.217,Cash
44002,40976,105.83,2025-11-03 11:53:35.711,Cash
44003,57606,126.26,2025-11-23 03:48:22.331,Credit Card
44004,91446,48.37,2026-01-28 11:56:46.947,Cash
44005,75168,14.13,2026-01-12 19:51:08.677,Bank Transfer
44006,65305,58.73,2025-09-07 23:14:43.123,PayPal
44007,5387,99.56,2026-01-23 23:22:08.839,Bank Transfer
44008,78006,41.46,2025-03-26 01:14:38.826,Credit Card
44009,81642,14.19,2025-12-30 00:50:38.596,Bank Transfer
44010,35394,60.72,2025-03-09 21:22:50.665,PayPal
44011,3043,130.08,2025-04-20 07:12:51.445,Credit Card
44012,7620,7.3,2025-07-09 10:20:29.887,Cash
44013,42836,147.36,2025-10-26 19:49:52.367,Cash
44014,22261,28.96,2025-03-25 14:38:23.668,PayPal
44015,22966,122.58,2025-10-02 10:54:15.945,Bank Transfer
44016,33870,10.68,2025-06-12 14:20:58.145,Bank Transfer
44017,16333,120.15,2025-08-02 21:32:19.748,Credit Card
44018,30664,139.2,2026-01-31 09:49:24.627,PayPal
44019,94877,16.86,2025-10-17 02:11:12.320,PayPal
44020,91472,140.1,2025-04-20 01:20:36.950,Cash
44021,10863,114.06,2025-06-04 17:01:21.855,Cash
44022,18877,92.95,2026-02-20 07:45:55.669,PayPal
44023,46385,76.97,2025-05-24 16:10:33.712,Cash
44024,60696,132.06,2025-11-11 12:29:20.504,Bank Transfer
44025,37361,148.38,2025-04-09 22:22:36.047,Bank Transfer
44026,83897,9.25,2025-08-09 19:25:47.032,PayPal
44027,60491,124.36,2025-04-21 02:09:05.512,PayPal
44028,69123,17.34,2025-07-24 19:03:23.581,PayPal
44029,81358,15.2,2026-01-30 03:48:39.074,Cash
