ShipmentID,TrackingNumber,SenderID,ReceiverID,OriginHubID,DestinationHubID,CreatedDate,PromisedDeliveryDate,DeliveredDate,ServiceType,PackageWeight_KG,PackageVolume_CM3,DeclaredValue,ShippingFee,StatusID,MaterialID,FinalFailureReasonID
57370,TRK-109410078,78406,39091,3,5,2025-06-03 00:00:00.000,2025-06-10 00:00:00.000,2025-06-13 00:00:00.000,Standard,5.53,600.91,1083.82,73.34,5,98,
57371,TRK-790715389,29110,46960,7,11,2025-08-24 00:00:00.000,2025-08-31 00:00:00.000,2025-08-31 00:00:00.000,Standard,10.49,7489.15,317.44,92.81,5,77,
57372,TRK-254953752,93796,68757,6,7,2025-11-01 00:00:00.000,2025-11-08 00:00:00.000,,Standard,11.88,3645.95,793.58,52.22,6,13,1
57373,TRK-301171732,33205,65298,7,11,2025-08-03 00:00:00.000,2025-08-06 00:00:00.000,2025-08-06 00:00:00.000,Express,13.85,3557.94,,30.54,5,42,
57374,TRK-880210925,56396,9293,2,9,2025-03-02 00:00:00.000,2025-03-09 00:00:00.000,2025-03-09 00:00:00.000,Standard,33.49,7198.28,555.29,64.81,5,38,
57375,TRK-957160305,28521,46521,4,11,2026-02-04 00:00:00.000,2026-02-11 00:00:00.000,2026-02-15 00:00:00.000,Standard,46.67,2359.38,69.56,95.37,5,91,
57376,TRK-487181048,69922,6037,3,11,2025-11-18 00:00:00.000,2025-11-25 00:00:00.000,2025-11-25 00:00:00.000,Standard,24.45,8556.33,1254.28,83.96,5,71,
57377,TRK-751899708,82243,3779,8,8,2025-03-07 00:00:00.000,2025-03-14 00:00:00.000,2025-03-13 00:00:00.000,Standard,12.42,5692.02,1053.74,98.84,5,24,
57378,TRK-268396201,27967,93409,5,11,2025-06-01 00:00:00.000,2025-06-08 00:00:00.000,2025-06-08 00:00:00.000,Standard,44.01,3543.49,1791.33,138.23,5,62,
57379,TRK-629562488,53560,230,9,3,2025-08-11 00:00:00.000,2025-08-14 00:00:00.000,2025-08-14 00:00:00.000,Express,41.19,7572.99,32.86,125.89,5,2,
57380,TRK-541811088,31505,63384,11,9,2025-10-23 00:00:00.000,2025-10-26 00:00:00.000,2025-10-27 00:00:00.000,Express,39.45,7979.19,261.3,15.15,5,7,
57381,TRK-514272069,29220,68302,6,8,2025-11-11 00:00:00.000,2025-11-18 00:00:00.000,2025-11-17 00:00:00.000,Standard,44.27,9885.38,1446.69,40.37,5,85,
57382,TRK-318121239,19762,59908,2,8,2025-11-26 00:00:00.000,2025-11-29 00:00:00.000,2025-12-02 00:00:00.000,Express,19.84,6184.04,1354.47,144.87,5,17,
57383,TRK-213773981,68015,19755,1,7,2026-01-06 00:00:00.000,2026-01-13 00:00:00.000,2026-01-12 00:00:00.000,Standard,2.66,4900.1,1484.24,139.55,5,74,
57384,TRK-513733999,76887,23752,2,4,2026-02-05 00:00:00.000,2026-02-12 00:00:00.000,2026-02-12 00:00:00.000,Standard,40.54,4491.95,731.11,14.51,5,32,
57385,TRK-538630266,72597,69307,6,3,2025-04-26 00:00:00.000,2025-04-27 00:00:00.000,2025-04-27 00:00:00.000,Same-Day,43.73,3646.79,1657.26,97.77,5,28,
57386,TRK-550182130,99919,92492,6,7,2025-04-12 00:00:00.000,2025-04-15 00:00:00.000,2025-04-15 00:00:00.000,Express,33.16,4665.43,225.13,102.41,5,100,
57387,TRK-348631690,44487,55287,8,11,2025-09-10 00:00:00.000,2025-09-17 00:00:00.000,,Standard,43.56,9365.51,476.3,108.24,6,90,2
57388,TRK-801814978,71984,91645,2,6,2025-07-31 00:00:00.000,2025-08-07 00:00:00.000,,Standard,25.98,3792.13,1582.34,71.74,6,14,2
57389,TRK-282745526,94991,79847,2,9,2025-11-26 00:00:00.000,2025-11-29 00:00:00.000,2025-11-29 00:00:00.000,Express,14.58,8392.24,1638.29,80.37,5,28,
57390,TRK-354505222,58225,87764,9,2,2025-06-02 00:00:00.000,2025-06-09 00:00:00.000,2025-06-08 00:00:00.000,Standard,39.14,387.86,601.11,18.64,5,17,
57391,TRK-928612940,51895,94461,3,11,2025-12-28 00:00:00.000,2025-12-31 00:00:00.000,,Express,6.34,449.05,1210.54,130.59,6,51,6
57392,TRK-330907099,58602,81806,7,2,2026-01-24 00:00:00.000,2026-01-27 00:00:00.000,2026-01-26 00:00:00.000,Express,34.02,1853.31,682.23,42.92,5,66,
57393,TRK-654543957,97732,78033,12,7,2025-08-15 00:00:00.000,2025-08-16 00:00:00.000,2025-08-16 00:00:00.000,Same-Day,44.35,9722.13,1863.12,137.83,5,74,
57394,TRK-325233979,60945,22505,5,10,2026-02-28 00:00:00.000,2026-03-07 00:00:00.000,2026-03-06 00:00:00.000,Standard,2.69,6422.11,1345.87,129.18,5,25,
57395,TRK-538425963,82221,71003,12,3,2025-03-16 00:00:00.000,2025-03-19 00:00:00.000,,Express,26.32,1085.9,38.37,75.57,6,61,17
57396,TRK-433587705,76883,38566,11,4,2025-10-26 00:00:00.000,2025-11-02 00:00:00.000,,Standard,3.65,5131.99,561.31,18.98,6,34,3
57397,TRK-188025890,94033,86534,5,9,2025-09-15 00:00:00.000,2025-09-18 00:00:00.000,2025-09-10 00:00:00.000,Express,33.71,6951.12,1414.35,141.48,5,54,
57398,TRK-583826340,41879,49379,2,8,2025-12-21 00:00:00.000,2025-12-28 00:00:00.000,2025-12-31 00:00:00.000,Standard,47.95,5074.31,102.51,111.59,5,3,
57399,TRK-16488081,23226,94314,3,12,2025-04-29 00:00:00.000,2025-04-30 00:00:00.000,2025-04-30 00:00:00.000,Same-Day,21.38,1259.6,530.18,12.16,5,21,
57400,TRK-146514164,28481,19526,1,12,2025-05-29 00:00:00.000,2025-06-01 00:00:00.000,2025-05-31 00:00:00.000,Express,2.43,3116.47,1594.95,27.65,5,9,
57401,TRK-444895536,60132,8188,11,4,2026-01-22 00:00:00.000,2026-01-29 00:00:00.000,2026-01-28 00:00:00.000,Standard,5.83,566.79,1695.35,10.57,5,32,
57402,TRK-881594035,4690,98974,11,2,2025-09-05 00:00:00.000,2025-09-12 00:00:00.000,2025-09-12 00:00:00.000,Standard,26.65,2130.07,290.26,108.93,5,56,
57403,TRK-842874682,75531,46201,9,8,2026-02-13 00:00:00.000,2026-02-20 00:00:00.000,2026-02-19 00:00:00.000,Standard,30.17,4185.77,1291.05,111.91,5,98,
57404,TRK-346372566,86877,71264,10,1,2025-05-29 00:00:00.000,2025-06-05 00:00:00.000,2025-06-04 00:00:00.000,Standard,14.5,7972.89,,89.17,5,70,
57405,TRK-161096869,7487,26865,11,2,2026-02-03 00:00:00.000,2026-02-10 00:00:00.000,2026-02-09 00:00:00.000,Standard,1.16,2197.85,1296.25,17.02,5,69,
57406,TRK-499379806,91204,35708,6,6,2025-09-15 00:00:00.000,2025-09-22 00:00:00.000,2025-09-21 00:00:00.000,Standard,47.93,3098.75,453.1,143.86,5,37,
57407,TRK-331832257,60460,32913,12,9,2025-07-19 00:00:00.000,2025-07-22 00:00:00.000,,Express,1.97,5752.72,1133.58,132.36,6,10,6
57408,TRK-24846487,15371,64969,12,4,2026-01-29 00:00:00.000,2026-02-05 00:00:00.000,2026-02-05 00:00:00.000,Standard,39.49,9272.91,991.68,42.43,5,47,
57409,TRK-82311555,47598,30428,1,2,2025-06-11 00:00:00.000,2025-06-14 00:00:00.000,2025-06-14 00:00:00.000,Express,41.62,954.57,1123.75,137.56,5,64,
57410,TRK-564874672,9529,6565,5,4,2026-01-04 00:00:00.000,2026-01-11 00:00:00.000,2026-01-11 00:00:00.000,Standard,15.46,3969.0,402.09,59.71,5,62,
57411,TRK-622003723,16789,63356,1,11,2025-09-02 00:00:00.000,2025-09-09 00:00:00.000,2025-09-09 00:00:00.000,Standard,33.82,9982.12,1767.09,63.85,5,11,
57412,TRK-356992193,93816,79139,5,4,2026-01-18 00:00:00.000,2026-01-25 00:00:00.000,2026-01-24 00:00:00.000,Standard,17.21,6024.02,1998.64,132.18,5,89,
57413,TRK-715170730,33346,67843,2,4,2025-04-11 00:00:00.000,2025-04-12 00:00:00.000,2025-04-12 00:00:00.000,Same-Day,24.82,9099.6,355.82,28.7,5,18,
57414,TRK-347759615,91266,96704,4,9,2025-04-22 00:00:00.000,2025-04-25 00:00:00.000,2025-04-29 00:00:00.000,Express,2.19,3422.05,794.57,42.26,5,95,
57415,TRK-858720679,12200,90498,7,8,2025-04-24 00:00:00.000,2025-05-01 00:00:00.000,2025-05-01 00:00:00.000,Standard,19.42,4730.38,645.97,90.31,5,78,
57416,TRK-294310631,10166,50581,3,5,2025-10-16 00:00:00.000,2025-10-23 00:00:00.000,2025-10-22 00:00:00.000,Standard,4.2,5163.65,1687.24,146.62,5,9,
57417,TRK-32037645,13775,82563,10,4,2025-12-19 00:00:00.000,2025-12-26 00:00:00.000,,Standard,29.44,2687.43,288.61,136.11,6,68,15
57418,TRK-796771991,33071,42081,8,11,2025-12-13 00:00:00.000,2025-12-14 00:00:00.000,2025-12-14 00:00:00.000,Same-Day,11.84,112.6,1888.58,149.88,5,35,
57419,TRK-951113144,79997,14850,11,8,2025-03-15 00:00:00.000,2025-03-22 00:00:00.000,2025-03-26 00:00:00.000,Standard,13.29,3672.6,1304.15,113.16,5,23,
57420,TRK-716429869,10641,18417,5,1,2025-11-15 00:00:00.000,2025-11-18 00:00:00.000,,Express,29.71,7661.51,,57.95,6,90,4
57421,TRK-577372475,93760,55771,10,10,2025-05-02 00:00:00.000,2025-05-03 00:00:00.000,2025-05-03 00:00:00.000,Same-Day,11.81,6706.03,1560.91,85.19,5,81,
57422,TRK-432436748,82094,83563,7,5,2025-09-19 00:00:00.000,2025-09-22 00:00:00.000,2025-09-22 00:00:00.000,Express,36.69,1598.03,719.03,103.16,5,83,
57423,TRK-314648496,65533,11921,9,1,2025-03-15 00:00:00.000,2025-03-22 00:00:00.000,2025-03-21 00:00:00.000,Standard,49.51,9810.12,955.95,143.07,5,48,
57424,TRK-341269336,88043,79433,4,5,2025-04-03 00:00:00.000,2025-04-06 00:00:00.000,2025-04-05 00:00:00.000,Express,22.49,1522.84,1837.42,53.79,5,9,
57425,TRK-264017128,15006,22568,5,6,2026-01-24 00:00:00.000,2026-01-31 00:00:00.000,2026-01-30 00:00:00.000,Standard,45.2,3428.43,1045.32,115.08,5,93,
57426,TRK-490956192,97328,24690,1,12,2025-10-06 00:00:00.000,2025-10-13 00:00:00.000,2025-10-12 00:00:00.000,Standard,43.44,323.67,1836.54,109.16,5,76,
57427,TRK-164482011,9773,6167,11,9,2026-02-23 00:00:00.000,2026-03-02 00:00:00.000,2026-03-02 00:00:00.000,Standard,34.35,6595.05,981.53,82.69,5,46,
57428,TRK-568283202,78279,91489,4,11,2025-10-12 00:00:00.000,2025-10-19 00:00:00.000,2025-10-18 00:00:00.000,Standard,18.97,3364.67,1801.6,147.21,5,53,
57429,TRK-945826304,45501,23592,11,6,2026-02-23 00:00:00.000,2026-03-02 00:00:00.000,2026-03-01 00:00:00.000,Standard,20.47,5717.6,1796.28,24.18,5,97,
57430,TRK-272146327,66629,17666,2,3,2025-09-21 00:00:00.000,2025-09-22 00:00:00.000,2025-09-23 00:00:00.000,Same-Day,15.31,5219.21,1382.78,102.07,5,11,
57431,TRK-433537562,44796,90390,4,4,2025-09-27 00:00:00.000,2025-10-04 00:00:00.000,2025-10-03 00:00:00.000,Standard,2.15,8408.03,1242.02,36.3,5,61,
57432,TRK-278775003,44753,23938,10,9,2025-05-10 00:00:00.000,2025-05-13 00:00:00.000,2025-05-12 00:00:00.000,Express,23.14,2636.62,206.84,61.7,5,56,
57433,TRK-256813347,756,86235,2,7,2026-02-23 00:00:00.000,2026-02-26 00:00:00.000,2026-02-25 00:00:00.000,Express,3.72,168.09,504.3,96.08,5,86,
57434,TRK-151257167,85259,64054,10,11,2025-06-18 00:00:00.000,2025-06-25 00:00:00.000,2025-06-26 00:00:00.000,Standard,19.25,1434.06,755.35,8.04,5,47,
57435,TRK-891235881,10995,20864,9,5,2025-10-02 00:00:00.000,2025-10-09 00:00:00.000,2025-10-09 00:00:00.000,Standard,16.55,8942.76,450.1,115.28,5,44,
57436,TRK-203240018,17934,79914,1,11,2025-12-28 00:00:00.000,2026-01-04 00:00:00.000,2026-01-07 00:00:00.000,Standard,1.93,5593.18,91.55,115.23,5,72,
57437,TRK-408277413,4702,35692,3,5,2025-07-27 00:00:00.000,2025-08-03 00:00:00.000,2025-08-05 00:00:00.000,Standard,46.15,2726.46,116.09,143.8,5,77,
57438,TRK-420406330,80796,25816,9,6,2025-10-21 00:00:00.000,2025-10-22 00:00:00.000,2025-10-21 00:00:00.000,Same-Day,26.37,5758.69,352.85,81.56,5,21,
57439,TRK-503189785,84158,39398,4,12,2026-01-31 00:00:00.000,2026-02-07 00:00:00.000,,Standard,29.23,5178.14,678.29,43.03,6,20,3
57440,TRK-392163127,46675,7861,4,8,2025-08-14 00:00:00.000,2025-08-21 00:00:00.000,,Standard,17.26,2556.48,1883.21,54.08,6,29,1
57441,TRK-417047079,76099,38945,12,4,2025-10-22 00:00:00.000,2025-10-25 00:00:00.000,2025-10-27 00:00:00.000,Express,29.59,4309.39,1957.88,89.88,5,89,
57442,TRK-909033365,14968,76807,12,2,2025-12-20 00:00:00.000,2025-12-27 00:00:00.000,2025-12-27 00:00:00.000,Standard,12.87,8363.1,545.79,64.11,5,48,
57443,TRK-524716756,58258,17668,6,6,2026-01-07 00:00:00.000,2026-01-10 00:00:00.000,2026-01-09 00:00:00.000,Express,41.04,3256.79,157.52,102.0,5,47,
57444,TRK-863475813,22958,31153,11,11,2025-05-29 00:00:00.000,2025-06-05 00:00:00.000,2025-06-05 00:00:00.000,Standard,5.9,6293.41,1686.07,69.88,5,17,
57445,TRK-323302026,48773,15409,2,5,2025-09-07 00:00:00.000,2025-09-10 00:00:00.000,2025-09-09 00:00:00.000,Express,29.27,1604.05,1044.03,67.85,5,89,
57446,TRK-199493380,43135,66973,7,2,2025-08-25 00:00:00.000,2025-09-01 00:00:00.000,2025-08-31 00:00:00.000,Standard,35.88,3383.27,1226.0,123.02,5,70,
57447,TRK-599410192,96513,80499,11,11,2026-01-23 00:00:00.000,2026-01-30 00:00:00.000,2026-01-30 00:00:00.000,Standard,40.91,673.55,1362.68,8.75,5,42,
57448,TRK-717948540,63785,73759,8,1,2025-09-06 00:00:00.000,2025-09-13 00:00:00.000,2025-09-13 00:00:00.000,Standard,25.76,3959.7,413.61,89.36,5,72,
57449,TRK-99494810,65220,98414,6,4,2025-06-15 00:00:00.000,2025-06-22 00:00:00.000,2025-06-22 00:00:00.000,Standard,35.65,1223.65,1105.04,119.37,5,63,
57450,TRK-542242332,60644,30105,5,3,2025-06-28 00:00:00.000,2025-07-05 00:00:00.000,2025-07-09 00:00:00.000,Standard,41.83,9828.5,512.15,38.79,5,86,
57451,TRK-325421731,57248,88427,2,11,2025-09-05 00:00:00.000,2025-09-12 00:00:00.000,2025-09-13 00:00:00.000,Standard,21.74,1887.15,127.01,147.14,5,4,
57452,TRK-212622301,85057,51193,10,8,2026-02-07 00:00:00.000,2026-02-10 00:00:00.000,2026-02-10 00:00:00.000,Express,33.3,3095.65,1080.28,14.73,5,56,
57453,TRK-34622113,7190,55346,8,7,2025-12-01 00:00:00.000,2025-12-08 00:00:00.000,2025-12-07 00:00:00.000,Standard,12.98,6010.41,1980.2,90.36,5,25,
57454,TRK-971619520,26894,35071,12,6,2026-02-16 00:00:00.000,2026-02-23 00:00:00.000,2026-02-25 00:00:00.000,Standard,27.74,4487.52,415.29,106.83,5,1,
57455,TRK-778625367,60649,43681,9,12,2025-05-24 00:00:00.000,2025-05-31 00:00:00.000,2025-05-31 00:00:00.000,Standard,20.55,4678.28,1046.29,14.42,5,86,
57456,TRK-327020212,97238,56643,7,12,2025-11-24 00:00:00.000,2025-12-01 00:00:00.000,2025-12-01 00:00:00.000,Standard,26.73,9813.02,97.13,62.07,5,20,
57457,TRK-159254344,15717,77384,12,10,2025-09-05 00:00:00.000,2025-09-08 00:00:00.000,2025-09-08 00:00:00.000,Express,24.88,9225.24,1079.54,99.16,5,99,
57458,TRK-496819078,727,44205,9,12,2025-11-18 00:00:00.000,2025-11-25 00:00:00.000,2025-11-29 00:00:00.000,Standard,10.19,1054.22,1914.29,47.56,5,19,
57459,TRK-935005769,51678,50069,8,7,2025-10-10 00:00:00.000,2025-10-17 00:00:00.000,2025-10-16 00:00:00.000,Standard,7.0,9955.08,1894.43,141.8,5,71,
57460,TRK-814562891,93996,78226,5,2,2026-02-03 00:00:00.000,2026-02-06 00:00:00.000,2026-02-06 00:00:00.000,Express,26.03,6990.43,1009.55,26.76,5,100,
57461,TRK-737231264,24337,55444,9,8,2025-07-10 00:00:00.000,2025-07-17 00:00:00.000,,Standard,18.03,1949.67,722.85,10.91,6,92,14
57462,TRK-247202777,31438,93787,11,12,2025-09-08 00:00:00.000,2025-09-11 00:00:00.000,2025-09-15 00:00:00.000,Express,42.41,7978.36,1089.01,129.92,5,23,
57463,TRK-224619333,64241,43714,5,6,2025-11-19 00:00:00.000,2025-11-20 00:00:00.000,,Same-Day,42.04,7919.38,1071.82,12.99,6,78,4
57464,TRK-111505086,40693,8316,3,9,2026-02-20 00:00:00.000,2026-02-23 00:00:00.000,2026-02-26 00:00:00.000,Express,30.31,3081.73,955.46,135.49,5,29,
57465,TRK-60170736,59248,29184,6,3,2025-12-05 00:00:00.000,2025-12-12 00:00:00.000,,Standard,13.2,9790.19,13.4,145.96,6,31,5
57466,TRK-56709757,12619,87711,9,11,2025-03-28 00:00:00.000,2025-04-04 00:00:00.000,2025-04-04 00:00:00.000,Standard,3.5,4860.15,1022.72,13.67,5,46,
57467,TRK-882309544,88944,87931,6,8,2025-12-23 00:00:00.000,2025-12-30 00:00:00.000,2025-12-29 00:00:00.000,Standard,47.43,2263.85,836.2,62.91,5,19,
57468,TRK-56858639,4177,12554,9,4,2025-04-14 00:00:00.000,2025-04-15 00:00:00.000,2025-04-09 00:00:00.000,Same-Day,29.36,6696.73,872.26,137.99,5,70,
57469,TRK-352940933,6713,56825,4,11,2026-01-06 00:00:00.000,2026-01-09 00:00:00.000,2026-01-08 00:00:00.000,Express,7.44,6910.35,1907.38,76.05,5,57,
57470,TRK-239983493,79983,31382,11,12,2025-12-25 00:00:00.000,2025-12-26 00:00:00.000,2025-12-26 00:00:00.000,Same-Day,31.99,7835.35,1656.52,22.32,5,68,
57471,TRK-952877550,75224,9225,9,4,2025-03-16 00:00:00.000,2025-03-19 00:00:00.000,,Express,13.7,2318.5,1935.4,120.1,6,79,12
57472,TRK-663488487,13129,44383,11,2,2025-05-02 00:00:00.000,2025-05-09 00:00:00.000,2025-05-09 00:00:00.000,Standard,1.09,7956.11,1268.19,19.42,5,64,
57473,TRK-882696185,65200,20827,4,8,2025-08-08 00:00:00.000,2025-08-15 00:00:00.000,2025-08-14 00:00:00.000,Standard,27.47,4693.32,143.1,148.61,5,14,
57474,TRK-97957505,847,96467,10,11,2025-06-16 00:00:00.000,2025-06-19 00:00:00.000,,Express,8.78,1150.18,1825.02,104.87,6,48,1
57475,TRK-109568741,13953,13058,3,1,2025-05-24 00:00:00.000,2025-05-25 00:00:00.000,,Same-Day,49.65,866.99,481.81,8.65,6,93,5
57476,TRK-382097474,46887,80010,2,1,2025-09-18 00:00:00.000,2025-09-25 00:00:00.000,2025-09-28 00:00:00.000,Standard,18.14,6683.36,1704.34,105.43,5,25,
57477,TRK-942897718,43589,2433,3,7,2025-07-17 00:00:00.000,2025-07-24 00:00:00.000,2025-07-23 00:00:00.000,Standard,7.75,2728.95,1050.55,133.6,5,45,
57478,TRK-972625711,70648,55963,7,9,2025-05-13 00:00:00.000,2025-05-14 00:00:00.000,,Same-Day,3.86,8834.7,961.79,67.64,6,77,20
57479,TRK-308345458,8814,37005,1,11,2025-10-16 00:00:00.000,2025-10-23 00:00:00.000,,Standard,40.13,6120.08,1504.25,97.88,6,84,15
57480,TRK-912107519,48771,71086,4,10,2025-04-28 00:00:00.000,2025-05-05 00:00:00.000,,Standard,37.28,1922.99,1458.26,64.29,6,53,6
57481,TRK-75517081,41057,1399,9,6,2025-10-19 00:00:00.000,2025-10-22 00:00:00.000,2025-10-21 00:00:00.000,Express,40.07,5777.59,1990.27,142.42,5,39,
57482,TRK-113528678,23503,2183,2,9,2025-12-27 00:00:00.000,2026-01-03 00:00:00.000,,Standard,19.34,1798.27,764.11,137.96,6,63,8
57483,TRK-18992873,88788,82446,12,11,2025-08-20 00:00:00.000,2025-08-27 00:00:00.000,2025-08-26 00:00:00.000,Standard,22.17,8558.68,84.09,101.09,5,21,
57484,TRK-714692579,30236,71968,12,7,2025-11-08 00:00:00.000,2025-11-11 00:00:00.000,2025-11-13 00:00:00.000,Express,1.6,2886.06,1967.82,49.28,5,53,
57485,TRK-872828861,79807,41282,11,10,2025-03-30 00:00:00.000,2025-04-06 00:00:00.000,2025-04-05 00:00:00.000,Standard,41.88,9647.53,620.64,106.13,5,68,
57486,TRK-212977462,42717,71837,4,6,2025-12-16 00:00:00.000,2025-12-23 00:00:00.000,2025-12-25 00:00:00.000,Standard,42.4,3714.28,1721.93,71.49,5,86,
57487,TRK-759094932,97268,66947,11,10,2025-07-08 00:00:00.000,2025-07-15 00:00:00.000,2025-07-15 00:00:00.000,Standard,18.87,4577.6,304.08,134.91,5,40,
57488,TRK-12633329,2950,224,10,3,2026-01-28 00:00:00.000,2026-01-31 00:00:00.000,,Express,47.24,5655.32,211.42,23.76,6,95,7
57489,TRK-230576957,61249,59716,7,4,2025-07-06 00:00:00.000,2025-07-09 00:00:00.000,2025-07-09 00:00:00.000,Express,27.74,5503.3,272.97,121.18,5,64,
57490,TRK-157013648,86987,90640,7,5,2025-06-19 00:00:00.000,2025-06-22 00:00:00.000,2025-06-21 00:00:00.000,Express,5.04,5976.41,1716.91,81.0,5,35,
57491,TRK-184964153,35329,59593,11,5,2026-01-05 00:00:00.000,2026-01-12 00:00:00.000,2026-01-12 00:00:00.000,Standard,6.28,6451.42,940.29,82.76,5,53,
57492,TRK-404026329,26788,33462,5,12,2025-09-25 00:00:00.000,2025-09-26 00:00:00.000,,Same-Day,5.06,9106.07,894.98,51.66,6,36,6
57493,TRK-260712504,5754,16352,1,9,2025-07-24 00:00:00.000,2025-07-27 00:00:00.000,2025-07-27 00:00:00.000,Express,40.39,4957.82,524.31,44.41,5,87,
57494,TRK-400353014,91115,86566,1,8,2025-06-08 00:00:00.000,2025-06-15 00:00:00.000,2025-06-17 00:00:00.000,Standard,29.73,2026.69,1506.48,117.79,5,47,
57495,TRK-727171828,4955,96258,1,6,2025-03-08 00:00:00.000,2025-03-15 00:00:00.000,2025-03-15 00:00:00.000,Standard,42.11,2339.82,694.5,36.78,5,42,
57496,TRK-103335023,22731,97762,2,12,2025-10-23 00:00:00.000,2025-10-30 00:00:00.000,,Standard,15.22,9068.73,1858.89,32.8,6,5,16
57497,TRK-504822534,56933,27489,12,3,2025-09-09 00:00:00.000,2025-09-12 00:00:00.000,,Express,47.82,8009.4,1759.9,5.82,6,59,4
57498,TRK-903840482,15758,89732,11,9,2025-12-08 00:00:00.000,2025-12-09 00:00:00.000,,Same-Day,31.65,9248.95,542.63,125.34,6,88,3
57499,TRK-826607881,26940,15660,8,5,2025-05-14 00:00:00.000,2025-05-17 00:00:00.000,2025-05-17 00:00:00.000,Express,27.95,3193.58,1738.99,25.18,5,20,
57500,TRK-160646586,73893,17914,3,11,2025-05-08 00:00:00.000,2025-05-15 00:00:00.000,2025-05-14 00:00:00.000,Standard,17.5,4759.25,243.6,146.61,5,67,
57501,TRK-797024127,134,57891,12,10,2025-04-13 00:00:00.000,2025-04-16 00:00:00.000,2025-04-15 00:00:00.000,Express,1.46,6042.67,1189.52,117.01,5,32,
57502,TRK-351233818,11589,4476,8,11,2025-05-18 00:00:00.000,2025-05-19 00:00:00.000,2025-05-18 00:00:00.000,Same-Day,45.04,6355.66,1573.82,82.02,5,14,
57503,TRK-144069740,78243,95745,9,1,2026-02-12 00:00:00.000,2026-02-19 00:00:00.000,,Standard,31.67,5528.18,34.09,98.45,6,98,13
57504,TRK-631527057,93126,60816,11,11,2025-07-12 00:00:00.000,2025-07-13 00:00:00.000,2025-07-17 00:00:00.000,Same-Day,47.02,3925.87,730.0,141.84,5,2,
57505,TRK-998577159,66258,10882,10,5,2025-04-04 00:00:00.000,2025-04-07 00:00:00.000,2025-04-08 00:00:00.000,Express,25.17,365.87,1470.17,51.47,5,16,
57506,TRK-562206705,76850,35003,4,5,2025-10-26 00:00:00.000,2025-11-02 00:00:00.000,,Standard,16.93,4339.28,1164.97,137.48,6,71,7
57507,TRK-395296716,28589,6500,12,7,2025-07-23 00:00:00.000,2025-07-30 00:00:00.000,2025-08-02 00:00:00.000,Standard,36.71,4014.65,1685.24,76.58,5,46,
57508,TRK-47965168,21037,68635,6,6,2026-02-15 00:00:00.000,2026-02-22 00:00:00.000,2026-02-21 00:00:00.000,Standard,32.41,6389.05,1264.51,19.31,5,93,
57509,TRK-350907506,10715,10184,3,7,2025-07-01 00:00:00.000,2025-07-08 00:00:00.000,2025-07-08 00:00:00.000,Standard,16.95,3032.59,579.94,106.69,5,88,
57510,TRK-577225382,96573,53502,9,11,2025-08-25 00:00:00.000,2025-08-28 00:00:00.000,2025-08-28 00:00:00.000,Express,23.64,4362.04,347.12,20.29,5,7,
57511,TRK-139069589,44100,41956,11,1,2025-11-02 00:00:00.000,2025-11-09 00:00:00.000,2025-11-09 00:00:00.000,Standard,17.48,8009.77,443.48,7.85,5,68,
57512,TRK-969877483,57729,52225,7,11,2025-05-11 00:00:00.000,2025-05-14 00:00:00.000,,Express,49.56,5062.34,1120.9,32.82,6,70,10
57513,TRK-364444755,86841,58024,4,5,2025-07-23 00:00:00.000,2025-07-30 00:00:00.000,2025-08-01 00:00:00.000,Standard,29.71,8857.54,1809.54,118.04,5,7,
57514,TRK-988606397,69105,40520,5,1,2025-08-06 00:00:00.000,2025-08-13 00:00:00.000,2025-08-13 00:00:00.000,Standard,44.02,1464.41,1231.23,18.12,5,70,
57515,TRK-194238519,53051,82756,7,5,2025-07-07 00:00:00.000,2025-07-10 00:00:00.000,2025-07-10 00:00:00.000,Express,32.39,1227.96,239.89,79.05,5,62,
57516,TRK-360296894,63985,15320,11,7,2025-06-27 00:00:00.000,2025-07-04 00:00:00.000,2025-07-04 00:00:00.000,Standard,36.54,4842.65,1439.96,111.79,5,41,
57517,TRK-59241700,74874,92077,5,10,2025-07-20 00:00:00.000,2025-07-27 00:00:00.000,2025-07-26 00:00:00.000,Standard,41.09,8960.19,1327.05,50.24,5,52,
57518,TRK-190195408,25222,20145,5,11,2025-09-13 00:00:00.000,2025-09-20 00:00:00.000,2025-09-24 00:00:00.000,Standard,41.66,5203.99,783.34,112.14,5,95,
57519,TRK-258315340,97866,98249,11,7,2025-12-10 00:00:00.000,2025-12-17 00:00:00.000,,Standard,2.61,967.02,1738.6,104.61,6,40,3
57520,TRK-829320521,4116,97714,3,1,2026-02-12 00:00:00.000,2026-02-15 00:00:00.000,,Express,10.15,509.69,1383.92,20.42,6,45,19
57521,TRK-873125842,62358,59916,7,2,2026-01-21 00:00:00.000,2026-01-28 00:00:00.000,2026-01-28 00:00:00.000,Standard,20.64,8354.8,146.39,127.27,5,97,
57522,TRK-487971950,76652,7826,7,6,2025-10-28 00:00:00.000,2025-11-04 00:00:00.000,2025-11-03 00:00:00.000,Standard,44.77,3990.01,298.49,18.86,5,4,
57523,TRK-306684996,7872,30154,12,1,2025-11-20 00:00:00.000,2025-11-27 00:00:00.000,2025-11-27 00:00:00.000,Standard,25.3,8426.84,1000.59,34.37,5,96,
